0
1,s0 -> s0
2,s1 -> s0
3,s2 -> s0
4,s3 -> s0
5,s4 -> s0
6,s0 -> s1
7,s1 -> s1
8,s2 -> s1
9,s3 -> s1
10,s4 -> s1
11,s0 -> s2
12,s1 -> s2
13,s2 -> s2
14,s3 -> s2
15,s4 -> s2
16,s0 -> s3
17,s1 -> s3
18,s2 -> s3
19,s3 -> s3
20,s4 -> s3
21,s0 -> s4
22,s1 -> s4
23,s2 -> s4
24,s3 -> s4
25,s4 -> s4
5706,s0 -> s1,s2 -> s0,s3 -> s1
5707,s1 -> s1,s2 -> s0,s3 -> s1
5708,s2 -> s1,s2 -> s0,s3 -> s1
5709,s3 -> s1,s2 -> s0,s3 -> s1
5710,s4 -> s1,s2 -> s0,s3 -> s1
5711,s0 -> s2,s2 -> s0,s3 -> s1
5712,s1 -> s2,s2 -> s0,s3 -> s1
5713,s2 -> s2,s2 -> s0,s3 -> s1
5714,s3 -> s2,s2 -> s0,s3 -> s1
5715,s4 -> s2,s2 -> s0,s3 -> s1
5716,s0 -> s3,s2 -> s0,s3 -> s1
5717,s1 -> s3,s2 -> s0,s3 -> s1
5718,s2 -> s3,s2 -> s0,s3 -> s1
5719,s3 -> s3,s2 -> s0,s3 -> s1
5720,s4 -> s3,s2 -> s0,s3 -> s1
5721,s0 -> s4,s2 -> s0,s3 -> s1
5722,s1 -> s4,s2 -> s0,s3 -> s1
5723,s2 -> s4,s2 -> s0,s3 -> s1
5724,s3 -> s4,s2 -> s0,s3 -> s1
5725,s4 -> s4,s2 -> s0,s3 -> s1
5726,s0 -> s0,s3 -> s0,s3 -> s1
5727,s1 -> s0,s3 -> s0,s3 -> s1
5728,s2 -> s0,s3 -> s0,s3 -> s1
5729,s3 -> s0,s3 -> s0,s3 -> s1
5730,s4 -> s0,s3 -> s0,s3 -> s1
5731,s0 -> s1,s3 -> s0,s3 -> s1
5732,s1 -> s1,s3 -> s0,s3 -> s1
5733,s2 -> s1,s3 -> s0,s3 -> s1
5734,s3 -> s1,s3 -> s0,s3 -> s1
5735,s4 -> s1,s3 -> s0,s3 -> s1
5736,s0 -> s2,s3 -> s0,s3 -> s1
5737,s1 -> s2,s3 -> s0,s3 -> s1
5738,s2 -> s2,s3 -> s0,s3 -> s1
5739,s3 -> s2,s3 -> s0,s3 -> s1
5740,s4 -> s2,s3 -> s0,s3 -> s1
5741,s0 -> s3,s3 -> s0,s3 -> s1
5742,s1 -> s3,s3 -> s0,s3 -> s1
5743,s2 -> s3,s3 -> s0,s3 -> s1
5744,s3 -> s3,s3 -> s0,s3 -> s1
5745,s4 -> s3,s3 -> s0,s3 -> s1
5746,s0 -> s4,s3 -> s0,s3 -> s1
5747,s1 -> s4,s3 -> s0,s3 -> s1
5748,s2 -> s4,s3 -> s0,s3 -> s1
5749,s3 -> s4,s3 -> s0,s3 -> s1
5750,s4 -> s4,s3 -> s0,s3 -> s1
5751,s0 -> s0,s4 -> s0,s3 -> s1
5752,s1 -> s0,s4 -> s0,s3 -> s1
5753,s2 -> s0,s4 -> s0,s3 -> s1
5754,s3 -> s0,s4 -> s0,s3 -> s1
5755,s4 -> s0,s4 -> s0,s3 -> s1
5756,s0 -> s1,s4 -> s0,s3 -> s1
5757,s1 -> s1,s4 -> s0,s3 -> s1
5758,s2 -> s1,s4 -> s0,s3 -> s1
5759,s3 -> s1,s4 -> s0,s3 -> s1
5760,s4 -> s1,s4 -> s0,s3 -> s1
5761,s0 -> s2,s4 -> s0,s3 -> s1
5762,s1 -> s2,s4 -> s0,s3 -> s1
5763,s2 -> s2,s4 -> s0,s3 -> s1
5764,s3 -> s2,s4 -> s0,s3 -> s1
5765,s4 -> s2,s4 -> s0,s3 -> s1
5766,s0 -> s3,s4 -> s0,s3 -> s1
5767,s1 -> s3,s4 -> s0,s3 -> s1
5768,s2 -> s3,s4 -> s0,s3 -> s1
5769,s3 -> s3,s4 -> s0,s3 -> s1
5770,s4 -> s3,s4 -> s0,s3 -> s1
5771,s0 -> s4,s4 -> s0,s3 -> s1
5772,s1 -> s4,s4 -> s0,s3 -> s1
5773,s2 -> s4,s4 -> s0,s3 -> s1
5774,s3 -> s4,s4 -> s0,s3 -> s1
5775,s4 -> s4,s4 -> s0,s3 -> s1
5776,s0 -> s0,s0 -> s1,s3 -> s1
5777,s1 -> s0,s0 -> s1,s3 -> s1
5778,s2 -> s0,s0 -> s1,s3 -> s1
5779,s3 -> s0,s0 -> s1,s3 -> s1
5780,s4 -> s0,s0 -> s1,s3 -> s1
5781,s0 -> s1,s0 -> s1,s3 -> s1
5782,s1 -> s1,s0 -> s1,s3 -> s1
5783,s2 -> s1,s0 -> s1,s3 -> s1
5784,s3 -> s1,s0 -> s1,s3 -> s1
5785,s4 -> s1,s0 -> s1,s3 -> s1
5786,s0 -> s2,s0 -> s1,s3 -> s1
5787,s1 -> s2,s0 -> s1,s3 -> s1
5788,s2 -> s2,s0 -> s1,s3 -> s1
5789,s3 -> s2,s0 -> s1,s3 -> s1
5790,s4 -> s2,s0 -> s1,s3 -> s1
5791,s0 -> s3,s0 -> s1,s3 -> s1
5792,s1 -> s3,s0 -> s1,s3 -> s1
5793,s2 -> s3,s0 -> s1,s3 -> s1
5794,s3 -> s3,s0 -> s1,s3 -> s1
5795,s4 -> s3,s0 -> s1,s3 -> s1
5796,s0 -> s4,s0 -> s1,s3 -> s1
5797,s1 -> s4,s0 -> s1,s3 -> s1
5798,s2 -> s4,s0 -> s1,s3 -> s1
5799,s3 -> s4,s0 -> s1,s3 -> s1
5800,s4 -> s4,s0 -> s1,s3 -> s1
5801,s0 -> s0,s1 -> s1,s3 -> s1
5802,s1 -> s0,s1 -> s1,s3 -> s1
5803,s2 -> s0,s1 -> s1,s3 -> s1
5804,s3 -> s0,s1 -> s1,s3 -> s1
5805,s4 -> s0,s1 -> s1,s3 -> s1
5806,s0 -> s1,s1 -> s1,s3 -> s1
5807,s1 -> s1,s1 -> s1,s3 -> s1
5808,s2 -> s1,s1 -> s1,s3 -> s1
5809,s3 -> s1,s1 -> s1,s3 -> s1
5810,s4 -> s1,s1 -> s1,s3 -> s1
5811,s0 -> s2,s1 -> s1,s3 -> s1
5812,s1 -> s2,s1 -> s1,s3 -> s1
5813,s2 -> s2,s1 -> s1,s3 -> s1
5814,s3 -> s2,s1 -> s1,s3 -> s1
5815,s4 -> s2,s1 -> s1,s3 -> s1
5816,s0 -> s3,s1 -> s1,s3 -> s1
5817,s1 -> s3,s1 -> s1,s3 -> s1
5818,s2 -> s3,s1 -> s1,s3 -> s1
5819,s3 -> s3,s1 -> s1,s3 -> s1
5820,s4 -> s3,s1 -> s1,s3 -> s1
5821,s0 -> s4,s1 -> s1,s3 -> s1
5822,s1 -> s4,s1 -> s1,s3 -> s1
5823,s2 -> s4,s1 -> s1,s3 -> s1
5824,s3 -> s4,s1 -> s1,s3 -> s1
5825,s4 -> s4,s1 -> s1,s3 -> s1
5826,s0 -> s0,s2 -> s1,s3 -> s1
5827,s1 -> s0,s2 -> s1,s3 -> s1
5828,s2 -> s0,s2 -> s1,s3 -> s1
5829,s3 -> s0,s2 -> s1,s3 -> s1
5830,s4 -> s0,s2 -> s1,s3 -> s1
5831,s0 -> s1,s2 -> s1,s3 -> s1
5832,s1 -> s1,s2 -> s1,s3 -> s1
5833,s2 -> s1,s2 -> s1,s3 -> s1
5834,s3 -> s1,s2 -> s1,s3 -> s1
5835,s4 -> s1,s2 -> s1,s3 -> s1
5836,s0 -> s2,s2 -> s1,s3 -> s1
5837,s1 -> s2,s2 -> s1,s3 -> s1
5838,s2 -> s2,s2 -> s1,s3 -> s1
5839,s3 -> s2,s2 -> s1,s3 -> s1
5840,s4 -> s2,s2 -> s1,s3 -> s1
5841,s0 -> s3,s2 -> s1,s3 -> s1
5842,s1 -> s3,s2 -> s1,s3 -> s1
5843,s2 -> s3,s2 -> s1,s3 -> s1
5844,s3 -> s3,s2 -> s1,s3 -> s1
5845,s4 -> s3,s2 -> s1,s3 -> s1
5846,s0 -> s4,s2 -> s1,s3 -> s1
5847,s1 -> s4,s2 -> s1,s3 -> s1
5848,s2 -> s4,s2 -> s1,s3 -> s1
5849,s3 -> s4,s2 -> s1,s3 -> s1
5850,s4 -> s4,s2 -> s1,s3 -> s1
5851,s0 -> s0,s3 -> s1,s3 -> s1
5852,s1 -> s0,s3 -> s1,s3 -> s1
5853,s2 -> s0,s3 -> s1,s3 -> s1
5854,s3 -> s0,s3 -> s1,s3 -> s1
5855,s4 -> s0,s3 -> s1,s3 -> s1
5856,s0 -> s1,s3 -> s1,s3 -> s1
5857,s1 -> s1,s3 -> s1,s3 -> s1
5858,s2 -> s1,s3 -> s1,s3 -> s1
5859,s3 -> s1,s3 -> s1,s3 -> s1
5860,s4 -> s1,s3 -> s1,s3 -> s1
5861,s0 -> s2,s3 -> s1,s3 -> s1
5862,s1 -> s2,s3 -> s1,s3 -> s1
5863,s2 -> s2,s3 -> s1,s3 -> s1
5864,s3 -> s2,s3 -> s1,s3 -> s1
5865,s4 -> s2,s3 -> s1,s3 -> s1
5866,s0 -> s3,s3 -> s1,s3 -> s1
5867,s1 -> s3,s3 -> s1,s3 -> s1
5868,s2 -> s3,s3 -> s1,s3 -> s1
5869,s3 -> s3,s3 -> s1,s3 -> s1
5870,s4 -> s3,s3 -> s1,s3 -> s1
5871,s0 -> s4,s3 -> s1,s3 -> s1
5872,s1 -> s4,s3 -> s1,s3 -> s1
5873,s2 -> s4,s3 -> s1,s3 -> s1
5874,s3 -> s4,s3 -> s1,s3 -> s1
5875,s4 -> s4,s3 -> s1,s3 -> s1
5876,s0 -> s0,s4 -> s1,s3 -> s1
5877,s1 -> s0,s4 -> s1,s3 -> s1
5878,s2 -> s0,s4 -> s1,s3 -> s1
5879,s3 -> s0,s4 -> s1,s3 -> s1
5880,s4 -> s0,s4 -> s1,s3 -> s1
5881,s0 -> s1,s4 -> s1,s3 -> s1
5882,s1 -> s1,s4 -> s1,s3 -> s1
5883,s2 -> s1,s4 -> s1,s3 -> s1
5884,s3 -> s1,s4 -> s1,s3 -> s1
5885,s4 -> s1,s4 -> s1,s3 -> s1
5886,s0 -> s2,s4 -> s1,s3 -> s1
5887,s1 -> s2,s4 -> s1,s3 -> s1
5888,s2 -> s2,s4 -> s1,s3 -> s1
5889,s3 -> s2,s4 -> s1,s3 -> s1
5890,s4 -> s2,s4 -> s1,s3 -> s1
5891,s0 -> s3,s4 -> s1,s3 -> s1
5892,s1 -> s3,s4 -> s1,s3 -> s1
5893,s2 -> s3,s4 -> s1,s3 -> s1
5894,s3 -> s3,s4 -> s1,s3 -> s1
5895,s4 -> s3,s4 -> s1,s3 -> s1
5896,s0 -> s4,s4 -> s1,s3 -> s1
5897,s1 -> s4,s4 -> s1,s3 -> s1
5898,s2 -> s4,s4 -> s1,s3 -> s1
5899,s3 -> s4,s4 -> s1,s3 -> s1
5900,s4 -> s4,s4 -> s1,s3 -> s1
5901,s0 -> s0,s0 -> s2,s3 -> s1
5902,s1 -> s0,s0 -> s2,s3 -> s1
5903,s2 -> s0,s0 -> s2,s3 -> s1
5904,s3 -> s0,s0 -> s2,s3 -> s1
5905,s4 -> s0,s0 -> s2,s3 -> s1
5906,s0 -> s1,s0 -> s2,s3 -> s1
5907,s1 -> s1,s0 -> s2,s3 -> s1
5908,s2 -> s1,s0 -> s2,s3 -> s1
5909,s3 -> s1,s0 -> s2,s3 -> s1
5910,s4 -> s1,s0 -> s2,s3 -> s1
5911,s0 -> s2,s0 -> s2,s3 -> s1
5912,s1 -> s2,s0 -> s2,s3 -> s1
5913,s2 -> s2,s0 -> s2,s3 -> s1
5914,s3 -> s2,s0 -> s2,s3 -> s1
5915,s4 -> s2,s0 -> s2,s3 -> s1
5916,s0 -> s3,s0 -> s2,s3 -> s1
5917,s1 -> s3,s0 -> s2,s3 -> s1
5918,s2 -> s3,s0 -> s2,s3 -> s1
5919,s3 -> s3,s0 -> s2,s3 -> s1
5920,s4 -> s3,s0 -> s2,s3 -> s1
5921,s0 -> s4,s0 -> s2,s3 -> s1
5922,s1 -> s4,s0 -> s2,s3 -> s1
5923,s2 -> s4,s0 -> s2,s3 -> s1
5924,s3 -> s4,s0 -> s2,s3 -> s1
5925,s4 -> s4,s0 -> s2,s3 -> s1
5926,s0 -> s0,s1 -> s2,s3 -> s1
5927,s1 -> s0,s1 -> s2,s3 -> s1
5928,s2 -> s0,s1 -> s2,s3 -> s1
5929,s3 -> s0,s1 -> s2,s3 -> s1
5930,s4 -> s0,s1 -> s2,s3 -> s1
5931,s0 -> s1,s1 -> s2,s3 -> s1
5932,s1 -> s1,s1 -> s2,s3 -> s1
5933,s2 -> s1,s1 -> s2,s3 -> s1
5934,s3 -> s1,s1 -> s2,s3 -> s1
5935,s4 -> s1,s1 -> s2,s3 -> s1
5936,s0 -> s2,s1 -> s2,s3 -> s1
5937,s1 -> s2,s1 -> s2,s3 -> s1
5938,s2 -> s2,s1 -> s2,s3 -> s1
5939,s3 -> s2,s1 -> s2,s3 -> s1
5940,s4 -> s2,s1 -> s2,s3 -> s1
5941,s0 -> s3,s1 -> s2,s3 -> s1
5942,s1 -> s3,s1 -> s2,s3 -> s1
5943,s2 -> s3,s1 -> s2,s3 -> s1
5944,s3 -> s3,s1 -> s2,s3 -> s1
5945,s4 -> s3,s1 -> s2,s3 -> s1
5946,s0 -> s4,s1 -> s2,s3 -> s1
5947,s1 -> s4,s1 -> s2,s3 -> s1
5948,s2 -> s4,s1 -> s2,s3 -> s1
5949,s3 -> s4,s1 -> s2,s3 -> s1
5950,s4 -> s4,s1 -> s2,s3 -> s1
5951,s0 -> s0,s2 -> s2,s3 -> s1
5952,s1 -> s0,s2 -> s2,s3 -> s1
5953,s2 -> s0,s2 -> s2,s3 -> s1
5954,s3 -> s0,s2 -> s2,s3 -> s1
5955,s4 -> s0,s2 -> s2,s3 -> s1
5956,s0 -> s1,s2 -> s2,s3 -> s1
5957,s1 -> s1,s2 -> s2,s3 -> s1
5958,s2 -> s1,s2 -> s2,s3 -> s1
5959,s3 -> s1,s2 -> s2,s3 -> s1
5960,s4 -> s1,s2 -> s2,s3 -> s1
5961,s0 -> s2,s2 -> s2,s3 -> s1
5962,s1 -> s2,s2 -> s2,s3 -> s1
5963,s2 -> s2,s2 -> s2,s3 -> s1
5964,s3 -> s2,s2 -> s2,s3 -> s1
5965,s4 -> s2,s2 -> s2,s3 -> s1
5966,s0 -> s3,s2 -> s2,s3 -> s1
5967,s1 -> s3,s2 -> s2,s3 -> s1
5968,s2 -> s3,s2 -> s2,s3 -> s1
5969,s3 -> s3,s2 -> s2,s3 -> s1
5970,s4 -> s3,s2 -> s2,s3 -> s1
5971,s0 -> s4,s2 -> s2,s3 -> s1
5972,s1 -> s4,s2 -> s2,s3 -> s1
5973,s2 -> s4,s2 -> s2,s3 -> s1
5974,s3 -> s4,s2 -> s2,s3 -> s1
5975,s4 -> s4,s2 -> s2,s3 -> s1
5976,s0 -> s0,s3 -> s2,s3 -> s1
5977,s1 -> s0,s3 -> s2,s3 -> s1
5978,s2 -> s0,s3 -> s2,s3 -> s1
5979,s3 -> s0,s3 -> s2,s3 -> s1
5980,s4 -> s0,s3 -> s2,s3 -> s1
5981,s0 -> s1,s3 -> s2,s3 -> s1
5982,s1 -> s1,s3 -> s2,s3 -> s1
5983,s2 -> s1,s3 -> s2,s3 -> s1
5984,s3 -> s1,s3 -> s2,s3 -> s1
5985,s4 -> s1,s3 -> s2,s3 -> s1
5986,s0 -> s2,s3 -> s2,s3 -> s1
5987,s1 -> s2,s3 -> s2,s3 -> s1
5988,s2 -> s2,s3 -> s2,s3 -> s1
5989,s3 -> s2,s3 -> s2,s3 -> s1
5990,s4 -> s2,s3 -> s2,s3 -> s1
5991,s0 -> s3,s3 -> s2,s3 -> s1
5992,s1 -> s3,s3 -> s2,s3 -> s1
5993,s2 -> s3,s3 -> s2,s3 -> s1
5994,s3 -> s3,s3 -> s2,s3 -> s1
5995,s4 -> s3,s3 -> s2,s3 -> s1
5996,s0 -> s4,s3 -> s2,s3 -> s1
5997,s1 -> s4,s3 -> s2,s3 -> s1
5998,s2 -> s4,s3 -> s2,s3 -> s1
5999,s3 -> s4,s3 -> s2,s3 -> s1
6000,s4 -> s4,s3 -> s2,s3 -> s1
6001,s0 -> s0,s4 -> s2,s3 -> s1
6002,s1 -> s0,s4 -> s2,s3 -> s1
6003,s2 -> s0,s4 -> s2,s3 -> s1
6004,s3 -> s0,s4 -> s2,s3 -> s1
6005,s4 -> s0,s4 -> s2,s3 -> s1
6006,s0 -> s1,s4 -> s2,s3 -> s1
6007,s1 -> s1,s4 -> s2,s3 -> s1
6008,s2 -> s1,s4 -> s2,s3 -> s1
6009,s3 -> s1,s4 -> s2,s3 -> s1
6010,s4 -> s1,s4 -> s2,s3 -> s1
6011,s0 -> s2,s4 -> s2,s3 -> s1
6012,s1 -> s2,s4 -> s2,s3 -> s1
6013,s2 -> s2,s4 -> s2,s3 -> s1
6014,s3 -> s2,s4 -> s2,s3 -> s1
6015,s4 -> s2,s4 -> s2,s3 -> s1
6016,s0 -> s3,s4 -> s2,s3 -> s1
6017,s1 -> s3,s4 -> s2,s3 -> s1
6018,s2 -> s3,s4 -> s2,s3 -> s1
6019,s3 -> s3,s4 -> s2,s3 -> s1
6020,s4 -> s3,s4 -> s2,s3 -> s1
6021,s0 -> s4,s4 -> s2,s3 -> s1
6022,s1 -> s4,s4 -> s2,s3 -> s1
6023,s2 -> s4,s4 -> s2,s3 -> s1
6024,s3 -> s4,s4 -> s2,s3 -> s1
6025,s4 -> s4,s4 -> s2,s3 -> s1
6026,s0 -> s0,s0 -> s3,s3 -> s1
6027,s1 -> s0,s0 -> s3,s3 -> s1
6028,s2 -> s0,s0 -> s3,s3 -> s1
6029,s3 -> s0,s0 -> s3,s3 -> s1
6030,s4 -> s0,s0 -> s3,s3 -> s1
6031,s0 -> s1,s0 -> s3,s3 -> s1
6032,s1 -> s1,s0 -> s3,s3 -> s1
6033,s2 -> s1,s0 -> s3,s3 -> s1
6034,s3 -> s1,s0 -> s3,s3 -> s1
6035,s4 -> s1,s0 -> s3,s3 -> s1
6036,s0 -> s2,s0 -> s3,s3 -> s1
6037,s1 -> s2,s0 -> s3,s3 -> s1
6038,s2 -> s2,s0 -> s3,s3 -> s1
6039,s3 -> s2,s0 -> s3,s3 -> s1
6040,s4 -> s2,s0 -> s3,s3 -> s1
6041,s0 -> s3,s0 -> s3,s3 -> s1
6042,s1 -> s3,s0 -> s3,s3 -> s1
6043,s2 -> s3,s0 -> s3,s3 -> s1
6044,s3 -> s3,s0 -> s3,s3 -> s1
6045,s4 -> s3,s0 -> s3,s3 -> s1
6046,s0 -> s4,s0 -> s3,s3 -> s1
6047,s1 -> s4,s0 -> s3,s3 -> s1
6048,s2 -> s4,s0 -> s3,s3 -> s1
6049,s3 -> s4,s0 -> s3,s3 -> s1
6050,s4 -> s4,s0 -> s3,s3 -> s1
6051,s0 -> s0,s1 -> s3,s3 -> s1
6052,s1 -> s0,s1 -> s3,s3 -> s1
6053,s2 -> s0,s1 -> s3,s3 -> s1
6054,s3 -> s0,s1 -> s3,s3 -> s1
6055,s4 -> s0,s1 -> s3,s3 -> s1
6056,s0 -> s1,s1 -> s3,s3 -> s1
6057,s1 -> s1,s1 -> s3,s3 -> s1
6058,s2 -> s1,s1 -> s3,s3 -> s1
6059,s3 -> s1,s1 -> s3,s3 -> s1
6060,s4 -> s1,s1 -> s3,s3 -> s1
6061,s0 -> s2,s1 -> s3,s3 -> s1
6062,s1 -> s2,s1 -> s3,s3 -> s1
6063,s2 -> s2,s1 -> s3,s3 -> s1
6064,s3 -> s2,s1 -> s3,s3 -> s1
6065,s4 -> s2,s1 -> s3,s3 -> s1
6066,s0 -> s3,s1 -> s3,s3 -> s1
6067,s1 -> s3,s1 -> s3,s3 -> s1
6068,s2 -> s3,s1 -> s3,s3 -> s1
6069,s3 -> s3,s1 -> s3,s3 -> s1
6070,s4 -> s3,s1 -> s3,s3 -> s1
6071,s0 -> s4,s1 -> s3,s3 -> s1
6072,s1 -> s4,s1 -> s3,s3 -> s1
6073,s2 -> s4,s1 -> s3,s3 -> s1
6074,s3 -> s4,s1 -> s3,s3 -> s1
6075,s4 -> s4,s1 -> s3,s3 -> s1
6076,s0 -> s0,s2 -> s3,s3 -> s1
6077,s1 -> s0,s2 -> s3,s3 -> s1
6078,s2 -> s0,s2 -> s3,s3 -> s1
6079,s3 -> s0,s2 -> s3,s3 -> s1
6080,s4 -> s0,s2 -> s3,s3 -> s1
6081,s0 -> s1,s2 -> s3,s3 -> s1
6082,s1 -> s1,s2 -> s3,s3 -> s1
6083,s2 -> s1,s2 -> s3,s3 -> s1
6084,s3 -> s1,s2 -> s3,s3 -> s1
6085,s4 -> s1,s2 -> s3,s3 -> s1
6086,s0 -> s2,s2 -> s3,s3 -> s1
6087,s1 -> s2,s2 -> s3,s3 -> s1
6088,s2 -> s2,s2 -> s3,s3 -> s1
6089,s3 -> s2,s2 -> s3,s3 -> s1
6090,s4 -> s2,s2 -> s3,s3 -> s1
6091,s0 -> s3,s2 -> s3,s3 -> s1
6092,s1 -> s3,s2 -> s3,s3 -> s1
6093,s2 -> s3,s2 -> s3,s3 -> s1
6094,s3 -> s3,s2 -> s3,s3 -> s1
6095,s4 -> s3,s2 -> s3,s3 -> s1
6096,s0 -> s4,s2 -> s3,s3 -> s1
6097,s1 -> s4,s2 -> s3,s3 -> s1
6098,s2 -> s4,s2 -> s3,s3 -> s1
6099,s3 -> s4,s2 -> s3,s3 -> s1
6100,s4 -> s4,s2 -> s3,s3 -> s1
6101,s0 -> s0,s3 -> s3,s3 -> s1
6102,s1 -> s0,s3 -> s3,s3 -> s1
6103,s2 -> s0,s3 -> s3,s3 -> s1
6104,s3 -> s0,s3 -> s3,s3 -> s1
6105,s4 -> s0,s3 -> s3,s3 -> s1
6106,s0 -> s1,s3 -> s3,s3 -> s1
6107,s1 -> s1,s3 -> s3,s3 -> s1
6108,s2 -> s1,s3 -> s3,s3 -> s1
6109,s3 -> s1,s3 -> s3,s3 -> s1
6110,s4 -> s1,s3 -> s3,s3 -> s1
6111,s0 -> s2,s3 -> s3,s3 -> s1
6112,s1 -> s2,s3 -> s3,s3 -> s1
6113,s2 -> s2,s3 -> s3,s3 -> s1
6114,s3 -> s2,s3 -> s3,s3 -> s1
6115,s4 -> s2,s3 -> s3,s3 -> s1
6116,s0 -> s3,s3 -> s3,s3 -> s1
6117,s1 -> s3,s3 -> s3,s3 -> s1
6118,s2 -> s3,s3 -> s3,s3 -> s1
6119,s3 -> s3,s3 -> s3,s3 -> s1
6120,s4 -> s3,s3 -> s3,s3 -> s1
6121,s0 -> s4,s3 -> s3,s3 -> s1
6122,s1 -> s4,s3 -> s3,s3 -> s1
6123,s2 -> s4,s3 -> s3,s3 -> s1
6124,s3 -> s4,s3 -> s3,s3 -> s1
6125,s4 -> s4,s3 -> s3,s3 -> s1
6126,s0 -> s0,s4 -> s3,s3 -> s1
6127,s1 -> s0,s4 -> s3,s3 -> s1
6128,s2 -> s0,s4 -> s3,s3 -> s1
6129,s3 -> s0,s4 -> s3,s3 -> s1
6130,s4 -> s0,s4 -> s3,s3 -> s1
6131,s0 -> s1,s4 -> s3,s3 -> s1
6132,s1 -> s1,s4 -> s3,s3 -> s1
6133,s2 -> s1,s4 -> s3,s3 -> s1
6134,s3 -> s1,s4 -> s3,s3 -> s1
6135,s4 -> s1,s4 -> s3,s3 -> s1
6136,s0 -> s2,s4 -> s3,s3 -> s1
6137,s1 -> s2,s4 -> s3,s3 -> s1
6138,s2 -> s2,s4 -> s3,s3 -> s1
6139,s3 -> s2,s4 -> s3,s3 -> s1
6140,s4 -> s2,s4 -> s3,s3 -> s1
6141,s0 -> s3,s4 -> s3,s3 -> s1
6142,s1 -> s3,s4 -> s3,s3 -> s1
6143,s2 -> s3,s4 -> s3,s3 -> s1
6144,s3 -> s3,s4 -> s3,s3 -> s1
6145,s4 -> s3,s4 -> s3,s3 -> s1
6146,s0 -> s4,s4 -> s3,s3 -> s1
6147,s1 -> s4,s4 -> s3,s3 -> s1
6148,s2 -> s4,s4 -> s3,s3 -> s1
6149,s3 -> s4,s4 -> s3,s3 -> s1
6150,s4 -> s4,s4 -> s3,s3 -> s1
6151,s0 -> s0,s0 -> s4,s3 -> s1
6152,s1 -> s0,s0 -> s4,s3 -> s1
6153,s2 -> s0,s0 -> s4,s3 -> s1
6154,s3 -> s0,s0 -> s4,s3 -> s1
6155,s4 -> s0,s0 -> s4,s3 -> s1
6156,s0 -> s1,s0 -> s4,s3 -> s1
6157,s1 -> s1,s0 -> s4,s3 -> s1
6158,s2 -> s1,s0 -> s4,s3 -> s1
6159,s3 -> s1,s0 -> s4,s3 -> s1
6160,s4 -> s1,s0 -> s4,s3 -> s1
6161,s0 -> s2,s0 -> s4,s3 -> s1
6162,s1 -> s2,s0 -> s4,s3 -> s1
6163,s2 -> s2,s0 -> s4,s3 -> s1
6164,s3 -> s2,s0 -> s4,s3 -> s1
6165,s4 -> s2,s0 -> s4,s3 -> s1
6166,s0 -> s3,s0 -> s4,s3 -> s1
6167,s1 -> s3,s0 -> s4,s3 -> s1
6168,s2 -> s3,s0 -> s4,s3 -> s1
6169,s3 -> s3,s0 -> s4,s3 -> s1
6170,s4 -> s3,s0 -> s4,s3 -> s1
6171,s0 -> s4,s0 -> s4,s3 -> s1
6172,s1 -> s4,s0 -> s4,s3 -> s1
6173,s2 -> s4,s0 -> s4,s3 -> s1
6174,s3 -> s4,s0 -> s4,s3 -> s1
6175,s4 -> s4,s0 -> s4,s3 -> s1
6176,s0 -> s0,s1 -> s4,s3 -> s1
6177,s1 -> s0,s1 -> s4,s3 -> s1
6178,s2 -> s0,s1 -> s4,s3 -> s1
6179,s3 -> s0,s1 -> s4,s3 -> s1
6180,s4 -> s0,s1 -> s4,s3 -> s1
6181,s0 -> s1,s1 -> s4,s3 -> s1
6182,s1 -> s1,s1 -> s4,s3 -> s1
6183,s2 -> s1,s1 -> s4,s3 -> s1
6184,s3 -> s1,s1 -> s4,s3 -> s1
6185,s4 -> s1,s1 -> s4,s3 -> s1
6186,s0 -> s2,s1 -> s4,s3 -> s1
6187,s1 -> s2,s1 -> s4,s3 -> s1
6188,s2 -> s2,s1 -> s4,s3 -> s1
6189,s3 -> s2,s1 -> s4,s3 -> s1
6190,s4 -> s2,s1 -> s4,s3 -> s1
6191,s0 -> s3,s1 -> s4,s3 -> s1
6192,s1 -> s3,s1 -> s4,s3 -> s1
6193,s2 -> s3,s1 -> s4,s3 -> s1
6194,s3 -> s3,s1 -> s4,s3 -> s1
6195,s4 -> s3,s1 -> s4,s3 -> s1
6196,s0 -> s4,s1 -> s4,s3 -> s1
6197,s1 -> s4,s1 -> s4,s3 -> s1
6198,s2 -> s4,s1 -> s4,s3 -> s1
6199,s3 -> s4,s1 -> s4,s3 -> s1
6200,s4 -> s4,s1 -> s4,s3 -> s1
6201,s0 -> s0,s2 -> s4,s3 -> s1
6202,s1 -> s0,s2 -> s4,s3 -> s1
6203,s2 -> s0,s2 -> s4,s3 -> s1
6204,s3 -> s0,s2 -> s4,s3 -> s1
6205,s4 -> s0,s2 -> s4,s3 -> s1
6206,s0 -> s1,s2 -> s4,s3 -> s1
6207,s1 -> s1,s2 -> s4,s3 -> s1
6208,s2 -> s1,s2 -> s4,s3 -> s1
6209,s3 -> s1,s2 -> s4,s3 -> s1
6210,s4 -> s1,s2 -> s4,s3 -> s1
6211,s0 -> s2,s2 -> s4,s3 -> s1
6212,s1 -> s2,s2 -> s4,s3 -> s1
6213,s2 -> s2,s2 -> s4,s3 -> s1
6214,s3 -> s2,s2 -> s4,s3 -> s1
